Time	Position X	Position Y	Position Z
1700030326283004277	0.0022460505937008097	0.5074887462456917	0.09612557626757265
1700030326283498500	0.0022527921525821357	0.5075409024195175	0.09612039639989381
1700030326293132104	0.0022855148158018026	0.507579839640273	0.09614049159591023
1700030326293165961	0.0023859860154975304	0.5075699527629821	0.09615011874789177
1700030326304012178	0.0024374847771810246	0.5075278715936512	0.09623055027055269
1700030326314921084	0.002456645506253463	0.5074709641853629	0.09627026470767365
1700030326314951421	0.0024648732126435757	0.5074951836794803	0.09625340205434531
1700030326322968400	0.002462640546110272	0.5075673378018025	0.09624179519368974
1700030326324583713	0.002499438921133237	0.5075711922253082	0.0962673088545066
1700030326324607937	0.0025094066673376244	0.507559325703608	0.09627982942697536
1700030326342932813	0.002473786011727423	0.5075176818624934	0.09629668015072576
1700030326343017071	0.00244764777393948	0.5074673269260436	0.09628736255610727
1700030326343303544	0.0023725213710292735	0.5074816219798787	0.09625744860826828
1700030326343495710	0.0023503725200283137	0.5075461496218397	0.09621080761770603
1700030326343509406	0.002292395977037469	0.5076334780614771	0.09615114420980683
1700030326353073280	0.0023060098505099037	0.5076697384560233	0.09616866932275267
1700030326353292870	0.0023386117495710758	0.5076491066868078	0.09621928116589996
1700030326363269717	0.0023698765715912304	0.5075583099553604	0.09626663987804218
1700030326363303414	0.0023906720488518747	0.5074641638349292	0.09630502134175131
1700030326372881400	0.0024355684076257382	0.5073830415345759	0.09634075313362654
1700030326373170432	0.0024529302314322933	0.5073728042040486	0.09634454320182691
1700030326373188833	0.0024828617963576108	0.5074095916158124	0.09629535192395185
1700030326383019851	0.0024533234105541114	0.507456841237398	0.09627391283380668
1700030326383424631	0.0024609710834275623	0.5074761196205373	0.09626480877946753
1700030326393477000	0.002435242426654567	0.5074878571922239	0.09626902894357345
1700030326393494120	0.0024276451357028083	0.5074626443094884	0.09625222898341287
1700030326393501544	0.0023838771334720754	0.507484146623165	0.09619772377129908
1700030326402970471	0.0023957977942611324	0.5075095117376519	0.0961917840450807
1700030326403017097	0.0024095876493537153	0.5075946621383965	0.09618948451603822
1700030326413041144	0.002441962678789165	0.5076290697384682	0.09619399941049989
1700030326413065145	0.002461111663159002	0.507636584255866	0.0961940351834507
1700030326423113481	0.0023999464810834114	0.5076036525014919	0.09619047620215233
1700030326423605624	0.0023305896740823343	0.5075821245142356	0.09617617880676892
1700030326423787486	0.002293902557337205	0.5075753351778698	0.09616189819928646
1700030326432966612	0.0022447155348172265	0.5076068475739431	0.09613615309683832
1700030326433137017	0.0022001024213718864	0.5076185562928366	0.09614908636863115
1700030326443476018	0.0022348065786767434	0.5076234529593854	0.0961572129304886
1700030326443648247	0.0022470884457034203	0.5075768580179384	0.09619807930957838
1700030326443658360	0.0023158012238462707	0.5074933939270766	0.09626436722839325
1700030326453256730	0.0023463938274092527	0.5074267851510875	0.09629234491483367
1700030326453284123	0.002378547384906168	0.5073933175459922	0.096287888005335
1700030326462958176	0.0023490005221132645	0.5074356323926504	0.09621855416391104
1700030326463104133	0.0023354312890475275	0.5075089867950301	0.0961743897514863
1700030326474901066	0.002369780586915946	0.5075676554133652	0.09614174754579655
1700030326474920971	0.0024009971962378612	0.5075833666754392	0.0961656510344671
1700030326474927659	0.0023893630768279457	0.5075703169686866	0.09616441254086228
1700030326483042113	0.0024051953828062808	0.5074955608544913	0.09621465777130621
1700030326483148452	0.0023667442489545163	0.5074861881985842	0.09615674689950482
1700030326493427035	0.002397729533300813	0.507482934321222	0.09615703877791651
1700030326493475965	0.002427277069885237	0.5075229442808834	0.09616127585936804
1700030326503387913	0.002454775343286714	0.5075456280070864	0.09615355850366573
1700030326503413066	0.0024839492886908634	0.5075443336362577	0.09614466303585056
1700030326503463467	0.002460339996322955	0.5075268039752739	0.09617099947400776
1700030326512947851	0.0024180156728059628	0.5075209201846679	0.09616274934043527
1700030326513095055	0.0023731019520529814	0.507532622281008	0.09615192067948718
1700030326522977594	0.0023774903987718345	0.5075614196995445	0.09616876609630991
1700030326523150720	0.0023868717784603422	0.5076116614017054	0.09614525034052432
1700030326523340965	0.002466047014858184	0.5076390081144574	0.09621346500351009
1700030326533156559	0.002504179458211676	0.5076433483152215	0.09625412204551499
1700030326533175023	0.0024880864518955375	0.5076320787925263	0.09627988621463665
1700030326543048346	0.0024428952958673233	0.5075851173574274	0.09629740282137016
1700030326545732172	0.0023820325735710505	0.5075625104467537	0.0962884266378646
1700030326545744460	0.002339653357232186	0.507573816889059	0.09624536084648076
1700030326552981255	0.002266454849020941	0.5075963263796964	0.09621386803039308
1700030326553559321	0.0022705985176586767	0.5075866522936203	0.0962347239678482
1700030326564150490	0.0022914662926380256	0.5075437650922516	0.09624363651218165
1700030326564238364	0.002330829040223809	0.5074611976012442	0.09629508581149775
1700030326573408562	0.002328503391418642	0.5073812860310924	0.09632070809550114
1700030326573420434	0.002389250531617089	0.507359740702537	0.09630489762135068
1700030326583072023	0.0023876642641915804	0.507441260367652	0.09623042812928743
1700030326583211067	0.0024493438322885116	0.5075288143692294	0.09624735744234283
1700030326593063557	0.002440481384242215	0.5075902641293959	0.09618255554787232
1700030326593081766	0.0024362997654411578	0.5076334626067683	0.0961961998991558
1700030326603326684	0.002357797770329993	0.5076455179821526	0.09613923373568052
1700030326603333276	0.002330243370508559	0.5076809768393643	0.09607723476820233
1700030326613221032	0.0023469944906236136	0.5077177283099981	0.0961045376423619
1700030326613248201	0.0023767059924939145	0.5077665861737226	0.09610395310567613
1700030326623313242	0.0024130030966916555	0.5077362091760984	0.09612720880036323
1700030326623321722	0.002421746403848262	0.5076812706367643	0.09615746804369471
1700030326633565776	0.0023968120994437027	0.5076116682538125	0.0961869205656618
1700030326633578705	0.0023747401625148056	0.5075381902603994	0.09620887257156363
1700030326633585841	0.0023517595831138607	0.5075174794851289	0.09620300135569983
1700030326653496524	0.0023530816077470414	0.5075403155040435	0.09619021901844875
1700030326653556686	0.002362738567209563	0.5075596298817961	0.09619565713020373
1700030326653563438	0.0024030043657944132	0.5075543076949341	0.09624691252593284
1700030326654083006	0.0024203883255610697	0.5075245190344132	0.09625902452909639
1700030326662998860	0.002384326391222049	0.5074878386361223	0.09625247475638474
1700030326665193582	0.0023654097826961563	0.5074754062266832	0.09625088635140389
1700030326665219279	0.002312357003021282	0.5075587186314641	0.09617145771150742
1700030326672932249	0.0023062901338333592	0.5076157277833955	0.09613919520363545
1700030326673315044	0.002291022202303581	0.5076580147353802	0.09614145163931628
1700030326683109613	0.0023172523523605935	0.5076464802883318	0.09617111703339207
1700030326693071451	0.002336294339114117	0.5075763638541279	0.09620926452656142
1700030326694459621	0.002349513819721045	0.5075114121692885	0.09623634154053258
1700030326694482533	0.0024117832496286214	0.5074856727363224	0.09623273676737736
1700030326703449109	0.002471833253932255	0.5075177199491165	0.09623270578644416
1700030326703457077	0.00245137213000339	0.5075638287433816	0.09619513268821667
1700030326713524262	0.0024042696424056284	0.5076042991667931	0.09616100456562598
1700030326713532711	0.0023499341747181424	0.5076046260576095	0.09613843950674163
1700030326715058997	0.0022860547883962437	0.5075991176075565	0.09611273696327088
1700030326723340016	0.0022118564845906305	0.507342275184804	0.09559542953753479
1700030326723362576	0.002219495353222045	0.50736050572768	0.09559148968797072
1700030326734937711	0.0022602254459796207	0.5073719238245338	0.09559188777242239
1700030326734948431	0.0023073843554707314	0.5073732428058872	0.09561054618981023
1700030326742972450	0.0023196698208629734	0.5073553376114884	0.0956497581183498
1700030326743056613	0.0022798072376887264	0.5073046388653955	0.0956346881842268
1700030326744291274	0.002265153453596072	0.5072515625027393	0.09563916668003171
1700030326753273274	0.0022323734915617698	0.5072214787725635	0.09559220907223953
1700030326753337724	0.002245306993283707	0.5072363150849108	0.09558302551857259
1700030326763444750	0.0022475144274124895	0.50729683278798	0.09558339824503437
1700030326763469167	0.0022743646994706056	0.5073439914922231	0.09559267453236314
1700030326773009840	0.002289663427085526	0.5073325213767534	0.09561847285540316
1700030326774014095	0.0022817843482814217	0.5073070333265197	0.09564206216442704
1700030326774020687	0.0022881415236843945	0.5072821463937517	0.09567891592340913
1700030326783111202	0.0022704423153415403	0.5072954960283822	0.09564634288838927
1700030326783171108	0.0022732270882316183	0.5073609000171954	0.09564757499187591
1700030326793109009	0.0022736891049518694	0.5074202820182206	0.09561503159978998
1700030326794449114	0.002256884961764616	0.5074625843926059	0.09556998628352871
1700030326794487899	0.0022204833767853573	0.5074877574564034	0.09557526500476406
1700030326804224482	0.0022337979276521496	0.5074421486412961	0.09563748564680874
1700030326804259747	0.0022370091933834415	0.5073619184670983	0.0956632684622705
1700030326813939048	0.00228610942612877	0.5072953435847628	0.09569288461207122
1700030326813962185	0.002356605667687102	0.5072483164128052	0.0956900227442274
1700030326823031227	0.0023811956978682003	0.5072624725335686	0.09570459061234347
1700030326823124830	0.0023748157933376453	0.5073000323470763	0.09569137457944094
1700030326823132446	0.0023580487273198673	0.5073021130630896	0.09568692173004595
1700030326833015882	0.002329226064185225	0.5072916609230516	0.09567161728098755
1700030326833211568	0.002307230891126617	0.5072689041714143	0.09568210153048366
1700030326843706094	0.002270856499708895	0.5072711113985245	0.09565540725276511
1700030326843954069	0.002255444647164221	0.5073136295988168	0.09564276405587334
1700030326843967094	0.00226052825232559	0.5073517428870246	0.0956330444462816
1700030326853069545	0.00224583239951063	0.5073827821199006	0.09559262203922107
1700030326853094954	0.0022229164153221978	0.5073571780155176	0.09559913414745425
